epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,60.6415,0.7132,0.89459,0.978,0.50024,3.17922e-05,3.17922e-05,3.17922e-05
