epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,63.7478,3.99254,0.41797,0.70028,3.27192,3.17922e-05,3.17922e-05,3.17922e-05
